pid,name,title,description,preview,url,year,stylecat,department,division
34,Guillermo C Jimenez,"Good corporation, bad corporation : corporate social responsibility in the global economy","""This textbook provides an innovative, internationally oriented approach to the teaching of corporate social responsibility (CSR) and business ethics. Drawing on case studies involving companies and countries around the world, the textbook explores the social, ethical, and business dynamics underlying CSR in such areas as global warming, genetically modified organisms (GMO) in food production, free trade and fair trade, anti-sweatshop and living-wage movements, organic foods and textiles, ethical marketing practices and codes, corporate speech and lobbying, and social enterprise. The book is designed to encourage students and instructors to challenge their own assumptions and prejudices by stimulating a class debate based on each case study""--Provided by publisher.",https://books.google.com/books?id=XQZqAQAACAAJ,,2016,https://fit.sunyconnect.suny.edu:4699/F?func=direct&doc_number=000153865,International Trade and Marketing,Business & Technology
35,Mark Goldblatt,Right Tool for the Job,,https://books.google.com/books?id=V04mDwAAQBAJ,https://books.google.com/books/content?id=V04mDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2016,,,
36,Matthew M. Kaelin,The sinister beauty of carnivorous plants,"The alluring nature of carnivorous plants is on stunning display in this fine art-style collection of botanical photographs. Over 140 color images show in minute detail species, hybrids, and cultivars from around the world, many painstakingly cultivated by the author in his native New York. The images were taken in a studio setting as well as in their natural environment. Detailed captions and text contain horticultural information like genus, specie, and common names, ranges, and conservation status. Additional sections offer a primer on equipment and conditions for growing the specimens; identify threats to the plants' natural habitats and the conservation organizations that are working to protect them; and present a survey of Long Island's native carnivorous plants, making this a valuable horticultural reference as well. This book will appeal to both fine art photography aficionados and horticultural enthusiasts.",https://books.google.com/books?id=iD23jgEACAAJ,https://books.google.com/books/content?id=iD23jgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2016,https://fit.sunyconnect.suny.edu:4699/F?func=direct&doc_number=000155446,,
37,Melissa Tombro,Teaching autoethnography : personal writing in the classroom,"""Teaching Autoethnography: Personal Writing in the Classroom is dedicated to the practice of immersive ethnographic and autoethnographic writing that encourages authors to participate in the communities about which they write. This book draws not only on critical qualitative inquiry methods such as interview and observation, but also on theories and sensibilities from creative writing and performance studies, which encourage self-reflection and narrative composition. Concepts from qualitative inquiry studies, which examine everyday life, are combined with approaches to the creation of character and scene to help writers develop engaging narratives that examine chosen subcultures and the author's position in relation to her research subjects. The book brings together a brief history of first-person qualitative research and writing from the past forty years, examining the evolution of nonfiction and qualitative approaches in relation to the personal essay. A selection of recent student writing in the genre as well as reflective student essays on the experience of conducting research in the classroom is presented in the context of exercises for coursework and beyond. Also explored in detail are guidelines for interviewing and identifying subjects and techniques for creating informed sketches and images that engage the reader. This book provides approaches anyone can use to explore their communities and write about them first-hand. The methods presented can be used for a single assignment in a larger course or to guide an entire semester through many levels and varieties of informed personal writing.""--Open Textbook Library.",https://books.google.com/books?id=zo65ugEACAAJ,https://books.google.com/books/content?id=zo65ugEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2016,https://fit.sunyconnect.suny.edu:4699/F?func=direct&doc_number=000153864,English and Communication Studies,Liberal Arts
38,Michele Wesen Bryant,Fashion drawing : illustration techniques for fashion designers,"Fashion Drawing is a comprehensive, practical guide to fashion drawing for students of fashion design. The book covers men, women and children, starting with how to draw the fashion figure and continuing with garments and garment details, before teaching the reader how to render various types of fabric. This second edition has been updated to include more details on how to draw flats as well as rendering knits, denim, pile weaves and fur. Tips are also included throughout on finishing hand-rendered drawings in Adobe Illustrator and Photoshop. Contemporary in its approach and offering step-by-step guidance, the book emphasizes drawing as an integral function of the garment design process. Students learn how to manipulate various garment details with consideration for scale, construction and color as well as keeping in mind the profile of the potential customer. Illustrated throughout with a wide range of images from illustrators and designers working in today's market, Fashion Drawing provides both the inspiration and the instruction necessary to allow students to develop their own illustration style.",https://books.google.com/books?id=OA8jjwEACAAJ,https://books.google.com/books/content?id=OA8jjwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2016,https://fit.sunyconnect.suny.edu:4699/F?func=direct&doc_number=000157281,,
39,Myra Kornfeld,"Cooking with the muse : a sumptuous gathering of seasonal recipes, culinary poetry, and literary","""A cookbook and poetry anthology with 150 nutritious international recipes and a wide survey of classic and contemporary poetry about food and ingredients, along with literary essays, playful culinary and historical notes, explanatory drawings, and photographs.""--Provided by publisher.",https://books.google.com/books?id=LYfQoQEACAAJ,https://books.google.com/books/content?id=LYfQoQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2016,https://fit.sunyconnect.suny.edu:4699/F?func=direct&doc_number=000154924,,
40,Yuniya Kawamura,"Sneakers : fashion, gender, and subculture","This is the first academic study of sneakers and the subculture that surrounds them. Since the 1980s, American sneaker enthusiasts, popularly known as ""sneakerheads?? or ""sneakerholics??, have created a distinctive identity for themselves, while sneaker manufacturers such as Reebok, Puma and Nike have become global fashion brands. How have sneakers come to gain this status and what makes them fashionable? In what ways are sneaker subcultures bound up with gender identity and why are sneakerholics mostly young men? Based on the author's own ethnographic fieldwork in New York, where sneaker subculture is said to have originated, this unique study traces the transformation of sneakers from sportswear to fashion symbol. Sneakers explores the obsessions and idiosyncrasies surrounding the sneaker phenomenon, from competitive subcultures to sneaker painting and artwork. It is a valuable contribution to the growing study of footwear in fashion studies and will appeal to students of fashion theory, gender studies, sociology, and popular culture.",https://books.google.com/books?id=-iDrCgAAQBAJ,https://books.google.com/books/content?id=-iDrCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2016,https://fit.sunyconnect.suny.edu:4699/F?func=direct&doc_number=000153647,Social Sciences,Liberal Arts
41,Andrea Kleine,Calf : a novel,"The year was 1981. The US was entering a deep recession, Russia was our enemy, and John Hinckley, Jr.’s assassination attempt on President Ronald Reagan shocked the nation. It was also the year author Andrea Kleine learned her close childhood friend had been violently murdered by her socialite mother, Leslie DeVeau. Both events took place in Washington, DC. Hinckley and Deveau were both sent to St. Elizabeth’s hospital, guilty by reason of insanity. It was there that they met, and later became lovers. These two real-life, and ultimately converging events inspired Klein’s jaw-dropping, spine-tingling novel, CALF. Made up of dual narratives and told over the course of one year, Kleine’s account follows a fictionalized John Hinkley in the lead-up to the assassination attempt, and Tammy, older sister to Steffi, the best friend of DeVeau’s daughter, Kirin. [An] absolutely addictive novel shines a light on two terrible events, providing an unflinching depiction of violence, both intimate and sensational.",http://books.google.com/books?id=P324CgAAQBAJ&hl,http://books.google.com/books/content?id=P324CgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE711zjUWij1EWUlwrfIy7MT_huOY-S6OmHWMkKpb7LLAvw2yN1YyMlG0Onchcj-GPI5oPZVZyBoVzjhgn28D-WBWiqV6v8m9UyByFx4zhvPF_lHmZwzz8N2nroLtwLS6dJRXPfu_&source=gbs_api,2015,https://fit.sunyconnect.suny.edu:4699/F?func=direct&doc_number=000152279,Acquisitions & Metadata Services,Library
42,April Calahan,Fashion and the art of pochoir : the golden age of illustration in Paris,"A celebration of the painstaking hand-stenciling technique, pochoir, used to create the glorious, rarely seen fashion illustrations of the early twentieth century",https://books.google.com/books?id=UQwargEACAAJ,https://books.google.com/books/content?id=UQwargEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2015,https://fit.sunyconnect.suny.edu:4699/F?func=direct&doc_number=000151772,SPARC,Library
43,Christopher Spollen,The art of recycling : reinventing and transforming found and discarded materials into art,"""Ten Dollars in My Pocket"" is both an American success story and a description of the painful maturation process of a belated teenager trying to discover who and where she is, and who is at least once on the verge of suicide. This account is unique because of the authenticity of its narrative voice: we read diary entries and letters written during those years, as well as several eyewitness accounts published by the author at that time. This kaleidoscope of factual information is complemented by the author's recollections and reflections.",https://books.google.com/books?id=aXRN2gifa5gC,https://books.google.com/books/content?id=6DAiswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2015,https://fit.sunyconnect.suny.edu:4699/F?func=direct&doc_number=000155894,Illustration,Art & Design
44,Daniel James Cole,The history of modern fashion from 1850,"This lavishly illustrated book looks at the history of fashion from 1850 to 2010. Taking a decade-by-decade approach, Daniel James Cole and Nancy Deihl explore the history of fashion as a lively and dynamic manifestation of twentieth-century culture. Covering chronological changes in womenswear, menswear, and childrenswear, the book looks at the dissemination of style and the mechanisms of change, at the relationship between fashion and the visual, applied, and performing arts, the intertwined relationship between fashion and popular culture, the impact of new materials and technology, and the growing globalization of style. Illustrated with photographs of costume from museums and images from the fashion press including editorial photography, illustrations, and advertising, the book will include insights into icons of fashion and the clothes worn by ""real people"", providing a valuable visual reference for the reader.",https://books.google.com/books?id=Ae0XrgEACAAJ,https://books.google.com/books/content?id=Ae0XrgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2015,https://fit.sunyconnect.suny.edu:4699/F?func=direct&doc_number=000151768,,
45,David Fung,Menswear Dog presents The new classics : fresh looks for the modern man,"Bodhi, the Shiba Inu behind the beloved blog Menswear Dog, is here to show you how to dress like a man. Organized seasonally, The New Classics highlights the timeless, can’t-go-wrong items every man needs in his wardrobe—from a chambray shirt to a perfectly fitted peacoat (all modeled by Bodhi, of course)—and shows how to mix and match them all year long. Whatever your style dilemma, dog’s got your back! Readers will learn what to wear to a summer wedding, when to splurge (on the perfect white dress shirt) and when to save (snag your military field jacket at a thrift store), the secrets to getting the right fit, the brands that stand the test of time, the basics of clothing care, and more.",https://books.google.com/books?id=ouVbBAAAQBAJ,https://books.google.com/books/content?id=ouVbBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2015,https://fit.sunyconnect.suny.edu:4699/F?func=direct&doc_number=000151117,,
46,Jennifer Farley,"Sustainable fashion : past, present, and future","Sustainable Fashion provides a unique and accessible overview of fashion ethics and sustainability issues of the past, present and future. This book is the first to situate today's eco-fashion movement in its multifaceted historical context, investigating the relationship between fashion and the environment as far back as the early nineteenth century. Employing an expanded definition of sustainability that also considers ethical issues, Farley Gordon and Hill explore each stage of the fashion production cycle, from the cultivation of raw fibers to the shipment of the finished garment. Structured thematically, each of the six chapters is dedicated to the discussion of one major issue, from recycling and repurposing to labor practices and the treatment of animals. Including interviews with eco-fashion designers, Sustainable Fashion will appeal to students and scholars of fashion, as well as students of design, history and cultural studies.",https://books.google.com/books?id=MUqCBAAAQBAJ,https://books.google.com/books/content?id=MUqCBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2015,https://fit.sunyconnect.suny.edu:4699/F?func=direct&doc_number=000148893,,
47,Meira K. Goldberg,"Flamenco on the global stage : historical, critical and theoretical perspectives","The language of the body is central to the study of flamenco. From the records of the Inquisition, to 16th century literature, to European travel diaries, the Spanish dancer beguiles and fascinates. The word flamenco evokes the image of a sensuous and rebellious woman--the bailaora --whose movements seduce the audience, only to reject their attention with a stomp of defiance. The dancer's body is an agent of ideological resistance, conveying a conflicting desire for subjectivity and autonomy and implying deeply held ideas about history, national identity, femininity and masculinity. This collection of new essays provides an overview of flamenco scholarship, illuminating flamenco's narrative and chronology and addressing some common misconceptions. The contributors offer fresh perspectives on age-old themes and suggest new paradigms for flamenco as a cultural practice.",https://books.google.com/books?id=AS61CgAAQBAJ,https://books.google.com/books/content?id=AS61CgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2015,https://fit.sunyconnect.suny.edu:4699/F?func=direct&doc_number=000151306,,
48,Miko Branch,Miss Jessie’s : creating a successful business from scratch-- naturally,"Miss Jessie's is a memoir and business guide rich with inspirational life lessons and unique business advice from Miko Branch, the Chief Executive Officer of the dynamic Miss Jessie’s — the company that revolutionized the hair care industry. When Miko and her sister, Titi, were children, their grandmother, Miss Jessie, taught them independence and showed them the value of being “do it yourself” women, all while whipping up homemade hair concoctions at her kitchen table. As co-founders of Miss Jessie's, Miko reveals how she and Titi applied those lessons to create a successful business from scratch. A family memoir with a wealth of practical business advice and handy hair tips, told in Miko's funny and relatable voice, Miss Jessie’s is her remarkable story — from her childhood learning independence as a latchkey kid in Jamaica, Queens, to building a highly regarded company with her sister in their shared home salon in Bedford-Stuyvesant, Brooklyn. Miko reflects on her hard-won insights working for her autocratic, iron-fisted father, and how the self-sufficiency she learned in childhood helped her blossom as a single mother with bills to pay, a child to raise, and a dream to pursue. She speaks honestly of her mistakes and successes, and of her role as an industry leader, negotiating multi-million dollar deals while at the same time restoring the self-esteem of natural and curly haired women. Charming and enlightening, chock full of entertaining stories and invaluable instruction that can be applied to any business, and illustrated with 16 pages of photos, Miss Jessie's confirms that with effort the American Dream is possible.",https://books.google.com/books?id=pF25jwEACAAJ,https://books.google.com/books/content?id=_8ScBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2015,,FIT Alumni,
49,Roberto Cabrera,Classic tailoring techniques for menswear : a construction guide,This authoritative book on traditional custom tailoring construction has been fully updated with new art to reflect contemporary practices in bespoke and luxury ready-to-wear tailoring.,https://books.google.com/books?id=jdJgBwAAQBAJ,https://books.google.com/books/content?id=jdJgBwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2015,https://fit.sunyconnect.suny.edu:4699/F?func=direct&doc_number=000150912,,
50,Valerie Steele,Fashion underground : the world of Susanne Bartsch,A lavishly illustrated tribute to one of the most remarkable self-invented personalities on the New York fashion scene,https://books.google.com/books?id=zRk7rgEACAAJ,https://books.google.com/books/content?id=zRk7rgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2015,https://fit.sunyconnect.suny.edu:4699/F?func=direct&doc_number=000151781,Museum at FIT,Museum at FIT
51,William H. Mooney,Dashiell Hammett and the movies,"As the father of the hardboiled detective genre, Dashiell Hammett had a huge influence on Hollywood. Yet, it is easy to forget how adaptable Hammett’s work was, fitting into a variety of genres and inspiring generations of filmmakers. Dashiell Hammett and the Movies offers the first comprehensive look at Hammett’s broad oeuvre and how it was adapted into films from the 1930s all the way into the 1990s. Film scholar William H. Mooney reveals the wide range of films crafted from the same Hammett novels, as when The Maltese Falcon was filmed first as a pre-Code sexploitation movie, then as a Bette Davis screwball comedy, and finally as the Humphrey Bogart classic. He also considers how Hammett rose to Hollywood fame not through the genre most associated with him, but through a much fizzier concoction, the witty murder mystery The Thin Man. To demonstrate the hold Hammett still has over contemporary filmmakers, the book culminates in an examination of the Coen brothers’ pastiche Miller’s Crossing. Mooney not only provides us with an in-depth analysis of Hammett adaptations, he also chronicles how Hollywood enabled the author’s own rise to stardom, complete with a celebrity romance and a carefully crafted public persona. Giving us a behind-the-scenes look at the complex power relationships, cultural contexts, and production concerns involved in bringing Hammett’s work from the page to the screen, Dashiell Hammett and the Movies offers a fresh take on a literary titan.",https://books.google.com/books?id=KOWaBAAAQBAJ,https://books.google.com/books/content?id=KOWaBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2015,https://fit.sunyconnect.suny.edu:4699/F?func=direct&doc_number=000145043,,
52,Abigail Franzen-Sheehan,Halston & Warhol : silver & suede,"Famous for his effortlessly chic Ultrasuede shirtdress and other modern classics, Halston was the defining American fashion designer of the 1970s. Just as his friend Andy Warhol challenged the canon of high art, Halston democratized fashion with elegant and urbane ready-to-wear clothes. <i>Halston and Warhol</i> complements a groundbreaking exhibition of clothes and accessories by Halston, art by Warhol, and photographs and ephemera that document the connections between the two men against the social backdrop of 1970s New York. Included are essays, interviews, and biographical timelines that cover topics such as Halston’s importance in the canon of American couture, Warhol’s Fashion TV, the similarities in their lives and careers, and the role of celebrity in art and fashion.",https://books.google.com/books?id=DXwsnwEACAAJ&hl,https://books.google.com/books/content?id=DXwsnwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2014,https://fit.sunyconnect.suny.edu:4699/F?func=direct&doc_number=000143419,,
53,Anna Kiper,Fashion portfolio : design and presentation,"The book takes the reader through all the major steps of fashion portfolio creation. It features the main components of the design process from the identification of inspiration sources and fashion trends research to conceptualization of a complete fashion collection. The topics covered include mood/fabric boards development, creation of original and innovative textiles as well as fashion silhouettes and garment details development through extensive research, quick design sketching, fabric manipulation, and draping experimentation. Great original designs and illustrations by the author as well as design sketch samples by established designers are provided throughout. There are samples of sketchbooks from professional and emerging fashion artists. The book provides some insight from established fashion and accessories designers on the highlights and challenges of the creative process. It is a great professional reference for techniques in the portfolio development. A beautiful but practical book that provides useful techniques and helps the reader get inside the mind of the designer.",https://books.google.com/books?id=x3cgDQAAQBAJ,https://books.google.com/books/content?id=x3cgDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2014,https://fit.sunyconnect.suny.edu:4699/F?func=direct&doc_number=000149358,,
54,Colleen Hill,Exposed : a history of lingerie,"A beautifully illustrated overview of women's undergarments from the 18th century to the present, with a focus on history, fashion, and craftsmanship",https://books.google.com/books?id=mUvboAEACAAJ,https://books.google.com/books/content?id=mUvboAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2014,https://fit.sunyconnect.suny.edu:4699/F?func=direct&doc_number=000144948,Museum at FIT,Museum at FIT
55,Consorzio Vera Pelle Italiana Conciata al Vegetale.,Craft the Leather : 2014,,,,2014,https://fit.sunyconnect.suny.edu:4699/F?func=direct&doc_number=000151701,,
56,Deidre Clemente,Dress casual : how college students redefined American style,"As Deirdre Clemente shows in this lively history of fashion on American college campuses, whether it's jeans and sneakers or khakis with a polo shirt, chances are college kids made it cool. The modern casual American wardrobe, Clemente argues, was born in the classrooms, dormitories, fraternity and sorority houses, and gyms of universities and colleges across the country. As young people gained increasing social and cultural clout during the early twentieth century, their tastes transformed mainstream fashion from collared and corseted to comfortable. From east coast to west and from the Ivy League to historically black colleges and universities, changing styles reflected new ways of defining the value of personal appearance, and, by extension, new possibilities for creating one's identity. The pace of change in fashion options, however, was hardly equal. Race, class, and gender shaped the adoption of casual style, and young women faced particular backlash both from older generations and from their male peers. Nevertheless, as coeds fought dress codes and stereotypes, they joined men in pushing new styles beyond the campus, into dance halls, theaters, homes, and workplaces. Thanks to these shifts, today's casual style provides a middle ground for people of all backgrounds, redefining the meaning of appearance in American culture.",https://books.google.com/books?id=b15iAwAAQBAJ,https://books.google.com/books/content?id=b15iAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2014,https://fit.sunyconnect.suny.edu:4699/F?func=direct&doc_number=000142059,FIT Alumni,
57,Francine Fabricant,Creating career success : a flexible plan for the world of work,"Today's workplace is a dynamic, ever-changing environment. Job security is a thing of the past, layoffs are common, and people change jobs and careers frequently. Students need to be prepared to adapt to the unexpected twists and turns they may face. CREATING CAREER SUCCESS helps students develop a self-directed, proactive, flexible plan to launch and manage their careers over the years to come, using the latest technological resources and job search strategies. Through a process of self-assessment, career exploration, and self-promotion students discover how to connect their skills, interests and values to a variety of possible careers, build relationships, and present themselves in the best possible light to potential employers. Most importantly, students are encouraged to keep their minds and options open, and to engage themselves fully in the career development process. Important Notice: Media content referenced within the product description or the product text may not be available in the ebook version.",https://books.google.com/books?id=Y0T3vLUJ2QYC,https://books.google.com/books/content?id=Y0T3vLUJ2QYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2014,https://fit.sunyconnect.suny.edu:4699/F?func=direct&doc_number=000138122,,
58,Guillermo C Jimenez,"Fashion law : a guide for designers, fashion executives, and attorneys","In todays' highly competitive global market, fashion designers, entrepreneurs and executives need state, federal, and international laws to protect their intellectual property-their brands and the products by which their customers recognize them. Fashion Law provides a concise and practical guide to the full range of legal issues faced by a fashion company as it grows from infancy to international stature. Updated to reflect recent legal decisions and regulatory developments, this revised edition covers such a vital issues as intellectual property protection and litigation, licensing, anti-counterfeiting, start-ups and finance, commercial transactions, retail property leasing, employment regulations, advertising and marketing, celebrity endorsements, international trade. Features of the text help to make legal concepts accessible to the lay reader. More than 25 leading attorneys practicing in the emerging legal specialty of fashion law contributed the chapters for this authoritative text, and their expertise provides a foundation for fashion professionals and their legal advisors to work together effectively. New to this Edition~Expanded section on Intellectual Property protection, including an all new Chapter 6 on Litigation~All new Chapter 10 on Fashion Finance Features~Box Features provide real-life examples that demonstrate the role that law plays in the fashion business, including landmark court cases and current events~Practice Tips discuss legal issues that should be considered as fashion designers and executives establish procedures for conducting their business~Sample Clauses familiarize readers with the legal language that covers the rights and responsibilities of the parties to agreements. Instructor's Guide and PowerPoint presentations available.",https://books.google.com/books?id=0BMRAwAAQBAJ,https://books.google.com/books/content?id=0BMRAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2014,https://fit.sunyconnect.suny.edu:4699/F?func=direct&doc_number=000143498,International Trade and Marketing,Business & Technology
