pid,name,title,description,preview,url,year,stylecat,department,division
1,K. Meira Goldberg,Sonidos Negros : on the blackness of flamenco,"Sonidos Negros traces how, in the span between 1492--the year in which Christian reconquest of the Iberian Peninsula coincided with Christopher Columbus's landing on Hispaniola--and 1933--when Andalusian poet Federico Garcâia Lorca published his 'Theory and Play of the Duende'--the Moor became Black, and how the imagined Gitano (""Gypsy,"" or Roma) embodies the warring images and sounds of this process. By the nineteenth-century nadir of its colonial reach, Spanish identity came to be enacted in terms of a minstrelized Gitano, a hybrid of American and Spanish representations of Blackness. The imagined Gypsy about which flamenco imagery turns dances on a knife's edge delineating Black and White worlds. Teetering between ostentatious and damning confusion and the humility of epiphany, this figure relates to an earlier Spanish trope: the pastor bobo (foolish shepherd), who, seeing an angelic apparition, must decide whether to accept the light of Christ--or remain in darkness. Spain's symbolic linkage of this religious peril with the Blackness of enslavement constitutes the evangelical narrative which vanquished the Moors and enslaved the Americas, an ideological framework that would be deployed by all the colonial slaving powers. The bobo's precarious state of confusion, appealingly comic but also holding the pathos of the ultimate stakes of his decision--heaven or hell, safety or extermination--opens up a teeming view of the embodied politics of colonial exploitation and creole identity formation. Flamenco's Sonidos Negros live in this eternal moment of bulla, the confusion and ruckus that protect embodied resistance to subjugation, the lament for what has been lost, and the values and aspirations of those rendered imperceptible by enslavement and colonization.",http://books.google.com/books?id=xdp1DwAAQBAJ&hl,http://books.google.com/books/content?id=xdp1DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE72Rr75gqOLq8D3-4_uZH3H9rY77haxwQBz4ZACigT4w1uAYCpe03VMtSJ3UNsokX_BZaCk8j8eg8fv5wBpIx6DHydA192COJpViM1UkninImfkar_O2nZES18VW7OCqbXNz2bId&source=gbs_api,2019,https://fit.sunyconnect.suny.edu:4699/F?func=direct&doc_number=000162030,"Film, Media and Performing Arts",Liberal Arts
2,Andrea Kleine,Eden : a novel,"A bold, page-turning novel that follows how a childhood abduction sets two sisters on very different courses ... Every other weekend, Hope and Eden--backpacks, Walkmans, and homework in hand--wait for their father to pick them up, as he always does, at a strip-mall bus stop. It’s the divorce shuffle; they’re used to it. Only this weekend, he’s screwed up, forgotten, and their world will irrevocably change when a stranger lures them into his truck with a false story and smile. More than twenty years later, Hope is that classic New York failure: a playwright with only one play produced long ago, newly evicted from an illegal sublet, working a humiliating temp job. Eden has long distanced herself from her family, and no one seems to know where she is. When the man who abducted them is up for parole, the girls might be able to offer testimony to keep him jailed. Hope sets out to find her sister--and to find herself--and it becomes the journey of a lifetime, taking her from hippie communes to cities across the country. Suspenseful and moving, Eden asks: how much do our pasts define us, and what price do we pay if we break free?",http://books.google.com/books?id=d7osDwAAQBAJ&hl,http://books.google.com/books/content?id=d7osDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE71nMMRFYxSA3fIr8PSoacbQFbEGr5iwsGQRWPHlBV-8z1r64xK0qWkMwwHnQFY_PWBH8L1_5WSlapM3LVQfuD2adj4VfaTVGRVB2VNHHJ5_mr1JkH14nixJD0_9iXPIYFozr3pG&source=gbs_api,2018,https://fit.sunyconnect.suny.edu:4699/F?func=direct&doc_number=000161331,Acquisitions & Metadata Services,Library
3,Amy Werbel,Lust on trial : censorship and the rise of American obscenity in the age of Anthony Comstock,"Anthony Comstock was America’s first professional censor. From 1873 to 1915, as Secretary of the New York Society for the Suppression of Vice, Comstock led a crusade against lasciviousness, salaciousness, and obscenity that resulted in the confiscation and incineration of more than three million pictures, postcards, and books he judged to be obscene. But as Amy Werbel shows in this rich cultural and social history, Comstock’s campaign to rid America of vice in fact led to greater acceptance of the materials he deemed objectionable, offering a revealing tale about the unintended consequences of censorship. In Lust on Trial, Werbel presents a colorful journey through Comstock’s career that doubles as a new history of post–Civil War America’s risqué visual and sexual culture. Born into a puritanical New England community, Anthony Comstock moved to New York in 1868 armed with his Christian faith and a burning desire to rid the city of vice. Werbel describes how Comstock’s raids shaped New York City and American culture through his obsession with the prevention of lust by means of censorship, and how his restrictions provided an impetus for the increased circulation and explicitness of “obscene” materials. By opposing women who preached sexual liberation and empowerment, suppressing contraceptives, and restricting artistic expression, Comstock drew the ire of civil liberties advocates, inspiring more open attitudes toward sexual and creative freedom and more sophisticated legal defenses. Drawing on material culture high and low, including numerous examples of the “obscenities” Comstock seized, Lust on Trial provides fresh insights into Comstock’s actions and motivations, the sexual habits of Americans during his era, and the complicated relationship between law and cultural change.",http://books.google.com/books?id=9UpBDwAAQBAJ&hl,http://books.google.com/books/content?id=9UpBDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE73r1LyrGQ0GVLbtki3fl_OimeAo_0_oF8l9meZPQH6XOJN9HcOyAnP8CI5zmzBmXCR7MXVkMH6W3k8f8EZVjQKts2ogGXM1SVaZWtxdEYjxMprgtrwadmxVxoS5vyCDb3IJ7GZU&source=gbs_api,2018,https://fit.sunyconnect.suny.edu:4699/F?func=direct&doc_number=000160209,History of Art,Liberal Arts
4,Linda Tain,Portfolio presentation for fashion designers,"Portfolio Presentation for Fashion Designers, Fourth Edition, is still your best guide to showing your designs, skill sets, and creativity, to get you that job. In new images throughout, the book shows examples of croquis books, spec and flat drawings, and visual research presentations from both fashion professionals and students. From concept through finished product, Portfolio Presentation for Fashion Designers is an indispensable tool to help you prepare your career for the next chapter.",http://books.google.com/books?id=mzFCDwAAQBAJ&hl,http://books.google.com/books/content?id=mzFCDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE70jQAh40v6mCFLMjeHkkgS2uqTa4sQWn6NNy9HKgDmkawc0t85UvExHkA76A9k7avzBePLfyNoEp_Qd6JXrR4qVIQOcBA-TsgoynesDq9L915f9d4NJWngFpQSxejp2JwMeZa57&source=gbs_api,2018,https://fit.sunyconnect.suny.edu:4699/F?func=direct&doc_number=000160309,Fashion Design,Art & Design
5,Andrew Weinstein,Baneful medicine,"The exhibition Baneful Medicine brings together contemporary art that engages issues of the history and ethics around biomedical research. Curated by Andrew Weinstein. Located in The Cooper Union Library. The bodies of people of color, the poor around the world, the incarcerated and military personnel have a history of being used as tissue for research. In 1946-47 Americans held Nazi doctors to account at the Nuremberg Doctors' Trial and initiated modern bioethics with the mandate of ""informed consent"" for human research subjects. Nevertheless, the U.S. government-funded Tuskegee syphilis study continued for decades after. Now that researchers pursue genomics toward an unknown future, does bioethics have what it takes to address still different challenges? How will biotechnological developments affect society's laws and norms? How much more conscientious are medical scientists today than they used to be",http://books.google.com/books?id=iGrmtwEACAAJ&hl,,2018,https://fit.sunyconnect.suny.edu:4699/F?func=direct&doc_number=000160366,History of Art,Liberal Arts
6,Lourdes Font,The hidden history of American fashion : rediscovering twentieth-century women designers,"This book is the first in-depth exploration of the revolutionary designers who defined American fashion in its emerging years and helped build an industry with global impact, yet have been largely forgotten. Focusing on female designers, the authors reclaim a place in history for the women who created not only for celebrities and socialites, but for millions of fashion-conscious customers across the United States. From one of America's first couturiers, Jessie Franklin Turner, to Zelda Wynn Valdes, the book captures the lost histories of the luminaries who paved the way in the world of American fashion design. This fully illustrated collection takes us from Hollywood to Broadway, from sportswear to sustainable fashion, and explores important crossovers between film, theater, and fashion. Uncovering fascinating histories of the design pioneers we should know about, the book enlarges the prevailing narrative of fashion history and will be an important reference for fashion students, historians, costume curators, and fashion enthusiasts alike.",http://books.google.com/books?id=Ne48DwAAQBAJ&hl,http://books.google.com/books/content?id=Ne48DwAAQBAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE70_2_SeybzHDdaNzCHpbF9iyNBaOxRnCVqyX0IplrO0bv2Q9lXD5LJk9GiaH9rziBeJFh5Ddibare3WtrP1cR2Z9kARJnA5yopbAHnEC3IaHbczs5KDIHTSy2Dc48yrRWP91UnN&source=gbs_api,2018,https://fit.sunyconnect.suny.edu:4699/F?func=direct&doc_number=000160466,History of Art,Liberal Arts
7,Rebecca Bauman,"Masculinity, melodrama and quality TV : reviewing La piovra","The 1980s Italian television series La piovra (The Octopus) is the first important televisual intervention on the Mafia, yet it is often forgotten in contemporary television scholarship. This article positions La piovra in the current trend of 'quality' television by locating it in the subgenre of male melodrama. This article demonstrates that La piovra is not just an expose of organized crime but is a complex meditation on the vulnerability of Italian masculinity, a thematic that likens the series to today's male-themed quality television series and makes a critical re-evaluation of the show timely.",,/assets/images/bauman-cover.jpg,2018,https://fit.sunyconnect.suny.edu:4699/F?func=direct&doc_number=000161288,Modern Languages & Cultures,Liberal Arts
8,Marcia Biederman,Popovers and candlelight : Patricia Murphy and the rise and fall of a restaurant empire,"What would you do with your last sixty dollars? If you were Patricia Murphy you’d turn it into a fortune by buying a rundown Brooklyn diner. On the cusp of the Great Depression, the diner became an overnight sensation, the first of nine popular Patricia Murphy’s Candlelight Restaurants that opened over the course of four decades in New York and Florida. Popovers and Candlelight recounts how Murphy bucked Mad Men–erasexism in a male-dominated field and created remarkable dining experiences with solid American fare, a talented staff, and eye-popping décor. Dripping in diamonds, she transcended ethnic prejudices to become a socialite and built a brand that sold fragrance as well as food. Mutinous siblings, a desperate manager, and a typhoid outbreak brought it all to an operatic end, but Marcia Biederman restores Murphy and her contributions to their proper place in women’s and culinary history. This book will delight readers with its rags-to-riches story and fascinating view of class, gender, ethnicity, and food culture during much of the twentieth century.",http://books.google.com/books?id=sDFuDwAAQBAJ&hl,http://books.google.com/books/content?id=sDFuDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE70q8DSOyXtpSXL5piSswTA6D9m-mtU9H4BE8PSqGE7CFhc77KhG0zcWB71lpbXmDy1vTM8I0VotPrtwWzj2dQ6nyiZa6oK_xkatakaJ9l-aGiXPyUC1uqr593Z_ZdZOHtTX7_Om&source=gbs_api,2018,https://fit.sunyconnect.suny.edu:4699/F?func=direct&doc_number=000161966,ESL and the Fashion Business,Center for Continuing and Professional Studies
9,Arlene Gottfried,Sometimes overwhelming,"A reprint, now in paperback, of one of Arlene's best books. Gone but never forgotten, Arlene was beloved by many and her work deserves a larger audience. Start here. Before gentrification, New York City was a gritty and inspiring place. And in its midst was Arlene Gottfried, whose eye for the sublime caught it all. Sometimes Overwhelming, her second powerHouse Book, is a manic yet romantic ode to the people of New York City in the 1970s and 80s. From Coney Island to a Hasid at Riis Beach's nude bay to the disco nights of sexual abandon and the children in the original Village Halloween parade, Sometimes Overwhelming is a delightfully lighthearted look at the most outrageous people you might ever see.",http://books.google.com/books?id=DRs2tAEACAAJ&hl,http://books.google.com/books/content?id=DRs2tAEACAAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE73s4XV3ta-aF94w-bvzS6gZwR2Y6cB8Ur3pb-94zmdn9TD3HiqT9Lt2U7_LhnSxjEmkPhVPS0dDEaGa97TafCGrma2QoD1B4RraPOpIEitG1FtpJYGSYIYuAmek5wXC_uPmM-uG&source=gbs_api,2018,https://fit.sunyconnect.suny.edu:4699/F?func=direct&doc_number=000162044,FIT Alumni,
10,Carlos Aponte,A season to bee : a stylish book of colors,"Fashion illustrator Carlos Aponte gives readers front row seats to the runway show of the season! Join Miss V. McQueen and her band of fashion bugs as they flit and flutter their brilliant colors down the catwalk. Ladybug reds, butterfly golds, and grasshopper greens provide young readers with a chic introduction to the colors found all around us.",http://books.google.com/books?id=8Kr0CwAAQBAJ&hl,https://books.google.com/books/content?id=8Kr0CwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE71uF3swlkTNKt7JAVF8Gmg-d-lrFbwRJ73_YPwxCtwZ4UwYiLDTfibpvHUFIod2BDNcS6ucAMR9YV8p61WVbrCnDYFU1YxLmCU0W_C8m_j9f9O2zFvRkUjfgpCuhQ658QqgeAzN&source=gbs_api,2017,https://fit.sunyconnect.suny.edu:4699/F?func=direct&doc_number=000161217,Illustration,Liberal Arts
11,Jeff White,I was born for this!,"Decker loves to decorate. He paints. He sparkles. And he adds beauty to everything he sees. That’s how God made him! But today Decker is up to something special — a surprise for his friends. Can Decker pull it off? I Was Born for This! shows kids that God made them to do extraordinary things, too. Check out the entire Best of Buddies series, including: • I've Got This! • Is Anyone Out There? • Uh-Oh! I Did It Again! • I Can Do Anything!",http://books.google.com/books?id=IeQvDwAAQBAJ&hl,http://books.google.com/books/content?id=IeQvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE72dqbpfr2FHcAyylQo_NXkvgWERvKkBGoO9LYDXy0TjcnyOOjcXa4sQDrFVHonOITk8d63eOI5rvp-Sz8aZ4rkIp8TDweN3N5AQarJHo3Q40pSPkYMfzQBO4oH5EYd6CmdP4dFn&source=gbs_api,2017,https://fit.sunyconnect.suny.edu:4699/F?func=direct&doc_number=000161282,FIT Alumni,
12,Julia Jacquette,Julia Jacquette : unrequited and acts of play,"Julia Jacquette's first major monograph presents an artistic exploration through the materialism, elitism, and idealization of past and contemporary society. Through her richly detailed paintings featuring imagery drawn from advertisements, New York-based artist Julia Jacquette addresses the challenges of navigating the contemporary media landscape that so directly influences our sense of personal identity and self-worth. Exposing our seemingly insatiable longing for a life that is purely a construct of the advertising industry, Jacquette's work focuses on commercialized objects of desire: prepared meals drawn from 1950s cookbook illustrations, ornate interiors of the wealthy sampled from contemporary lifestyle magazines, shimmering swimming pools extracted from luxury ad campaigns. These material trappings are presented, often close up, in works that convey the pervasiveness of such evocative imagery.",http://books.google.com/books?id=C5i-AQAACAAJ&hl,http://books.google.com/books/content?id=C5i-AQAACAAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE71GoTKmAtucXlfc1h6Py6eA3C5ikuhRTs_tz2OGlQ__nwJn-EfQS0X1innJy_XfaEMCjFjBrpux3bVaGogRiBZjv4sYTKiWY8x8vt_sVJ-uBXoo4ktIQ24NztNq1vF_nzTKhyin&source=gbs_api,2017,https://fit.sunyconnect.suny.edu:4699/F?func=direct&doc_number=000160029,Fine Arts,Art & Design
13,Eric Velasquez,Looking for Bongo,"Oh no! A boy's beloved stuffed toy, Bongo, is missing. No one can help him. When he asks his abuela where Bongo is, she answers, ""Yo no sé. I don't know."" Mom and Dad haven't seen Bongo either. Gato just says ""Meow,"" and runs away. When Bongo finally turns up behind Dad's drum, the problem of Bongo's whereabouts is resolved . . . but it doesn't answer how Bongo got there! The boy decides to set a trap to catch the Bongo thief. Rich illustrations help tell the story of a mystery cleverly solved.",http://books.google.com/books?id=5xo_vgAACAAJ&hl,http://books.google.com/books/content?id=5xo_vgAACAAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE71JtsW0cpVO7Wprlg4FLqGiI1HTF0pt6u_htNCmA2bfJUbVb0leTMyNcPhJaPyYylriVHKEqSLqSdACJFTUXYLcplbbdIuacISw10nIVpzSSYGgzLQ_gK4CEROh1VyBcCBMLb15&source=gbs_api,2017,https://fit.sunyconnect.suny.edu:4699/F?func=direct&doc_number=000160352,Illustration,Liberal Arts
14,Margaret L. Bishop,"Textile value chain marketing : in the era of omnipotent consumers, omnichannel retail, and omnipresent compliance demands, developing and delivering apparel and home textile products consumers want","""Today power is in the hands of the consumer. Technology is revolutionizing our products, how we learn about them, and how we buy them. Increasing regulations constrain their design, production, and marketing. A concept to consumer, value chain approach to business brings current and future business leaders a vitally important, customer-first, value-driven marketing perspective not offered by the traditional make-and-deliver textile and apparel supply chain approach. This textbook explains the apparel and home textile value chains for students and working professionals and examines textile marketing throughout. Readers will explore a comprehensive array of contemporary issues and technology to facilitate and safeguard marketing success. Because design, raw materials, production, and sourcing are inexorably intertwined in the process of creating and delivering the goods today’s consumers want, at a price they can afford, this book addresses these topics. With the apparel and home textile industries spanning six continents, this textbook includes an overview of importing, trade agreements, non-tariff barriers, and government regulations. As the key to protecting reputation, brand and regulatory compliance is reviewed. Readers will explore leading practices in big data, branding, and communications vehicles necessary for success in today’s apparel and home textile marketing. The textbook introduces the latest technology in market analytics, design, product development, production, sourcing, marketing, and retail. Sustainability is an overarching theme, infused throughout each chapter but also addressed as a topic in its own right. From product concept and raw materials to the end consumer, this book provides the reader with an up to the minute understanding of product development, production, sourcing, and marketing across the value chain""--Publisher’s description.",,/assets/images/bishop-cover.jpg,2017,https://fit.sunyconnect.suny.edu:4699/F?func=direct&doc_number=000160502,Textile Development & Marketing,Business & Technology
15,Bernard Dillard,Moneymatics,"Moneymatics: Where Money and Mathematics Meet emanates from the sincere concern for the level of basic financial illiteracy among college students. It is discouraging that very few mechanisms are in place to educate today’s college student about money management and its role in fostering a healthy spending and saving diet. This textbook serves as a spark in the lives of college students and piques their interest to pursue an understanding of the presented concepts even more. Through a deliberate and joint effort, students can be equipped with the weapons they need to combine their love for money with their passion for mathematics or, Moneymatics.",https://books.google.com/books?id=puZeswEACAAJ,https://books.google.com/books/content?id=puZeswEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2017,,Science and Mathematics,Liberal Arts
16,Doug Clouse,Ray Komai : design for America,"With radiant talent, determined industry, and a cheerful disposition, designer Ray Komai built an unusual career. After forced removal to Manzanar, the World War II incarceration camp for Japanese-Americans, the Los Angeles native designed notable furniture, textiles, and magazines in New York City in the 1940s, 50s, and 60s. He left New York to design exhibitions and publications for the United States Information Service, promoting the country that had once put him behind barbed wire. Komai left behind beautiful work that provides insight into the relationship between design and nationalism.",https://books.google.com/books?id=yAzstAEACAAJ,https://books.google.com/books/content?id=yAzstAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2017,https://fit.sunyconnect.suny.edu:4699/F?func=direct&doc_number=000158880,,
17,Elida Behar,Retailing in Emerging Markets,"Revised edition of Retailing in emerging markets, 2011.",https://books.google.com/books?id=HlA0DwAAQBAJ,https://books.google.com/books/content?id=HlA0DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2017,https://fit.sunyconnect.suny.edu:4699/F?func=direct&doc_number=000132182,Fashion Business Management,Business & Technology
18,Francesca Sterlacci,Historical dictionary of the fashion industry,"This second edition of Historical Dictionary of the Fashion Industry contains a chronology, an introduction, appendixes, a bibliography. The dictionary section has over 1,400 cross-referenced entries on designers, models, couture houses, significant articles of apparel and fabrics, trade unions, and the international trade organizations.",https://books.google.com/books?id=jycnDwAAQBAJ,https://books.google.com/books/content?id=jycnDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2017,https://fit.sunyconnect.suny.edu:4699/F?func=direct&doc_number=000158472,,
19,Jean Szczypien,“Sailing Towards Poland” with Joseph Conrad,"The first part of this book analyzes Conrad's first novel, Almayer's Folly, and four of his greatest works: Lord Jim, Nostromo, The Secret Agent and Under Western Eyes. The second part of the book looks at two autobiographical works: A Personal Record and A Familiar Preface.",https://books.google.com/books?id=EfTZoAEACAAJ,https://books.google.com/books/content?id=EfTZoAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2017,,English and Communication Studies,Liberal Arts
20,Jill Gasparina,"Louis Vuitton : art, fashion and architecture",,https://books.google.com/books?id=t5y9ugEACAAJ,https://books.google.com/books/content?id=pzA7DwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2017,https://fit.sunyconnect.suny.edu:4699/F?func=direct&doc_number=000158998,,
21,Julia Jacquette,Playground of My Mind,"Through exquisite drawings and storytelling, Julia Jacquette's graphic memoir provides a distinctive account of her childhood in Manhattan in the 1960s and 1970s. Inspired by the adventure playgrounds from her youth growing up in New York City, the painter Julia Jacquette explores the brightly colored structures of the play spaces and the surrounding landscape of the city in Playground of My Mind. With compelling illustrations and personal narrative, this book features adventure playgrounds created by architects Richard Dattner, M. Paul Friedberg, the partnership Ross Ryan Jacquette in New York City, and Aldo van Eyck in Amsterdam. These structures encouraged constructive, imaginative play and gave renewed life to utopian notions of American and European modernist architecture. Playground of My Mind reflects upon the period of the 1960s and 1970s which was a tumultuous time of social change and activism in New York City and throughout the United States. While considering the conflicted emotions that envelop idealized aspects of the past, this unique book captures the nostalgia for a bygone era of New York life in vivid detail..",https://books.google.com/books?id=FfoBMQAACAAJ,https://books.google.com/books/content?id=FfoBMQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2017,https://fit.sunyconnect.suny.edu:4699/F?func=direct&doc_number=000157933,Fine Arts,Art & Design
22,Julian Clark,Expedition : fashion from the extreme,"The first major study to explore the relationship between clothing made for survival in the most inhospitable environments on earth and beyond, and the high fashion it has inspired",https://books.google.com/books?id=-5umAQAACAAJ,https://books.google.com/books/content?id=-5umAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2017,https://fit.sunyconnect.suny.edu:4699/F?func=direct&doc_number=000158870,Museum at FIT,Museum at FIT
23,Justine De Young,"Fashion in European Art: Dress and Identity, Politics and the Body, 1775-1925","Fashion reveals not only who we are, but whom we aspire to be. From 1775 to 1925, artists in Europe were especially attuned to the gaps between appearance and reality, participating in and often critiquing the making of the self and the image. Reading their portrayals of modern life with an eye to fashion and dress reveals a world of complex calculations and subtle signals. Extensively illustrated, Fashion in European Art explores the significance of historical dress over this period of upheaval, as well as the lived experience of dress and its representation. Drawing on visual sources that extend from paintings and photographs to fashion plates, caricatures and advertisements, the expert contributors consider how artists and their sitters engaged with the fashion and culture of their times. They explore the politics of dress, its inspirations and the reactions it provoked, as well as the many meanings of fashion in European art, revealing its importance in understanding modernity itself.",https://books.google.com/books?id=Hp4NuAEACAAJ,https://books.google.com/books/content?id=kUvPsgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2017,,History of Art,Liberal Arts
24,Justine De Young,A cultural history of dress and fashion,"A cultural history of dress and fashion' presents an authoritative survey from ancient times to the present. This set of six volumes covers over 2,500 years of dress and fashion. Volume 1: Antiquity (500BCE-800AD), edited by Mary Harlow; Volume 2: The Medieval Age (800-1450), edited by Sarah-Grace Heller; Volume 3: The Renaissance (1450-1650), edited by Elizabeth Currie; Volume 4: The Age of Enlightenment (1650-1800), edited by Peter McNeil; Volume 5: The Age of Empire (1800-1920), edited by Denise Amy Baxter; Volume 6: The Modern Age (1920-2000+), edited by Alexandra Palmer. Each volume discusses the same key themes in its chapters: 1. Textiles 2. Production and Distribution 3. The Body 4. Belief 5. Gender and Sexuality 6. Status 7. Ethnicity 8. Visual Representations 9. Literary Representations. This structure means readers can either have a broad overview of a period by reading a volume or follow a theme through history by reading the relevant chapter in each volume. Superbly illustrated, the full six volume set combines to present the most authoritative and comprehensive survey available on dress and fashion through history.",http://books.google.com/books?id=utXJjgEACAAJ&hl,https://books.google.com/books/content?id=utXJjgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2017,https://fit.sunyconnect.suny.edu:4699/F?func=direct&doc_number=000156313,History of Art,Liberal Arts
25,Lisa Donofrio-Ferrezza,Designing a knitwear collection : from inspiration to finished garments,Designing a Knitwear Collection is an essential and comprehensive overview of the knitting design and development process.,https://books.google.com/books?id=5F-xDQAAQBAJ,https://books.google.com/books/content?id=5F-xDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2017,https://fit.sunyconnect.suny.edu:4699/F?func=direct&doc_number=000157845,,
26,Ron Amato,The Box,"Boxes trap, boxes hide, boxes protect. We re told to ""think outside the box."" This stunning square format photo book by Ron Amato explores the themes of isolation, desire, conflict and empowerment. A powerful debut.""",https://books.google.com/books?id=oQMovgAACAAJ,https://books.google.com/books/content?id=oQMovgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2017,https://fit.sunyconnect.suny.edu:4699/F?func=direct&doc_number=000157990,Photography,Art & Design
27,Valerie Steele,Paris Fashion: A Cultural History,"Paris has been the international capital of fashion for more than 300 years. Even before the rise of the haute couture, Parisians were notorious for their obsession with fashion, and foreigners eagerly followed their lead. From Charles Frederick Worth to Gabrielle ""Coco†? Chanel, Christian Dior, and Yves Saint Laurent, fashion history is dominated by the names of Parisian couturiers. But Valerie Steele's Paris Fashion is much more than just a history of great designers. This fascinating book demonstrates that the success of Paris ultimately rests on the strength of its fashion culture – created by a host of fashion performers and spectators, including actresses, dandies, milliners, artists, and writers. First published in 1988 to great international acclaim, this pioneering book has now been completely revised and brought up to date, encompassing the rise of fashion's multiple world cities in the 21st century. Lavishly illustrated, deeply learned, and elegantly written, Valerie Steele's masterwork explores with brilliance and flair why Paris remains the capital of fashion.",https://books.google.com/books?id=CK41DwAAQBAJ,https://books.google.com/books/content?id=CK41DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2017,https://fit.sunyconnect.suny.edu:4699/F?func=direct&doc_number=000158784,Museum at FIT,Museum at FIT
28,Alex Golshani,Eleven / nine : a series,,,,2016,https://fit.sunyconnect.suny.edu:4699/F?func=direct&doc_number=000156222,,
29,Anita Rundles,"Classic coloring , Jane Austen : 55 removable coloring plates","Iconic scenes and witticisms from Pride and Prejudice, Emma, Sense and Sensibility, and Jane Austen's other writings come to life in this intricately illustrated coloring book. It contains 55 line drawings printed on single-sided, heavy paper stock that is suitable for colored pencils, watercolors, and markers. Teacups, lace, ball gowns, and fans mingle with hand-lettered renderings of Austen's wise and often deliciously sarcastic quotes. Each page is a removable work of art that can be colored in and displayed in a standard-size frame, perfect for adorning the walls and shelves of any Austen fan.",https://books.google.com/books?id=rNsljwEACAAJ,https://books.google.com/books/content?id=rNsljwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2016,https://fit.sunyconnect.suny.edu:4699/F?func=direct&doc_number=000155588,,
30,April Calahan,Fashion plates : 150 years of style,"Fashion designers will delight to see the evolution of silhouettes and the myriad of inspirational details, which reveal themselves with the turn of each page."""" From the foreword by Anna Sui""",https://books.google.com/books?id=PfCACgAAQBAJ,https://books.google.com/books/content?id=PfCACgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2016,https://fit.sunyconnect.suny.edu:4699/F?func=direct&doc_number=000152693,SPARC,Library
31,Colleen Hill,Fairy tale fashion,A conceptually innovative and visually stunning investigation of the interconnected worlds of high fashion and fairy tales,https://books.google.com/books?id=l7cojgEACAAJ,https://books.google.com/books/content?id=l7cojgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2016,https://fit.sunyconnect.suny.edu:4699/F?func=direct&doc_number=000153159,Museum at FIT,Museum at FIT
32,Emma McClendon,Denim : fashion’s frontier,A wide-ranging and beautifully illustrated history of the fashion associated with the world's most ubiquitous fabric,https://books.google.com/books?id=ITeMjgEACAAJ,https://books.google.com/books/content?id=ITeMjgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,2016,https://fit.sunyconnect.suny.edu:4699/F?func=direct&doc_number=000153695,Museum at FIT,Museum at FIT
33,Erica Moretti,Annie Chartres Vivanti,"Annie Chartres Vivanti: Transnational Politics, Identity, and Culture explores the work of British Italian writer Annie Chartres Vivanti (1866-1942). This volume provides a multidisciplinary approach to the study of Vivanti in order to analyze the diverse and complex writing experiences in which she engaged. Essays examine Vivanti’s work through multiple perspectives, taking into account her politics and her career as journalist, writer, and singer as well as her literary works.",https://books.google.com/books?id=k_AlDQAAQBAJ,https://books.google.com/books/content?id=k_AlDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,2016,,Modern Languages and Cultures,Liberal Arts
